layer,pair_id,language,pc1,pc2
1,198,French,-3.461426019668579,-0.7551319599151611
1,199,English,3.093966007232666,2.6192216873168945
1,199,French,-3.604828119277954,3.363290309906006
2,0,English,3.873613119125366,-3.0196573734283447
2,0,French,-3.058074474334717,-1.7614061832427979
2,1,English,3.3688197135925293,-0.20486272871494293
2,1,French,-3.426088571548462,2.563131093978882
2,2,English,3.659503698348999,-1.0525764226913452
2,2,French,-6.54485559463501,-2.384611129760742
2,3,English,2.892716646194458,1.0344792604446411
2,3,French,-1.9342310428619385,2.4974987506866455
2,4,English,3.6997270584106445,2.455310344696045
2,4,French,-3.3692147731781006,4.010384559631348
2,5,English,3.7981834411621094,-3.3370182514190674
2,5,French,-4.348252296447754,-3.784993886947632
2,6,English,2.8654327392578125,2.898616075515747
2,6,French,-1.6639580726623535,3.667786121368408
2,7,English,4.08825159072876,0.9696682095527649
2,7,French,-3.1643686294555664,2.3170056343078613
2,8,English,2.6166276931762695,-5.639618396759033
2,8,French,-4.034421443939209,-5.953282356262207
2,9,English,3.1567327976226807,0.020422041416168213
2,9,French,-0.4012316167354584,0.7562258243560791
2,10,English,3.6041953563690186,1.1222091913223267
2,10,French,-3.6793320178985596,-1.351257562637329
2,11,English,3.8805758953094482,1.3419089317321777
2,11,French,-4.163558006286621,-0.5657958984375
2,12,English,2.7870607376098633,-3.03027081489563
2,12,French,-2.3732998371124268,-1.8436559438705444
2,13,English,3.3871233463287354,-2.0241096019744873
2,13,French,-2.4519245624542236,-2.1936259269714355
2,14,English,3.8313090801239014,1.940882682800293
2,14,French,-1.4334503412246704,2.503178358078003
2,15,English,3.489427328109741,2.6015305519104004
2,15,French,-1.4366086721420288,3.0091211795806885
2,16,English,4.034111976623535,0.1013978123664856
2,16,French,-3.054905414581299,2.2866830825805664
2,17,English,3.882087230682373,0.1774177998304367
2,17,French,-3.507812738418579,0.1797381490468979
2,18,English,4.010683059692383,-1.2634260654449463
2,18,French,-1.4954156875610352,-2.834782600402832
2,19,English,3.4850990772247314,2.2881836891174316
2,19,French,-2.52673602104187,3.973215103149414
2,20,English,2.953889846801758,-1.011763334274292
2,20,French,-4.593613624572754,-2.2308545112609863
2,21,English,3.7917420864105225,0.7548013925552368
2,21,French,-4.116714000701904,1.4848281145095825
2,22,English,3.9256863594055176,-3.0576913356781006
2,22,French,-3.7475576400756836,-5.35770320892334
2,23,English,3.3546388149261475,2.0464141368865967
2,23,French,-3.35872220993042,4.196539878845215
2,24,English,3.9679269790649414,-3.355179786682129
2,24,French,-4.632071495056152,-6.991130352020264
2,25,English,3.650223731994629,-0.08074390888214111
2,25,French,-3.6697146892547607,-0.09095130860805511
2,26,English,3.9791812896728516,-0.8197081685066223
2,26,French,-5.223335266113281,-1.1667585372924805
2,27,English,3.9726831912994385,2.0405170917510986
2,27,French,-3.5386810302734375,2.8973042964935303
2,28,English,3.5824577808380127,2.036311388015747
2,28,French,-3.2647974491119385,2.3726484775543213
2,29,English,3.893131732940674,0.34281569719314575
2,29,French,-3.9353442192077637,1.0471850633621216
2,30,English,3.1713221073150635,1.0972427129745483
